Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc,Rating
BUS1,120B,2,3.0,1200,1315.0,TR,42,42,C Onita,24513,In Person,Adv Ais & Risk Assess,4.5
PHYS,052,12,0.0,1330,1620.0,M,17,16,R Bahuguna,20268,In Person,General Physics,4.0
PHYS,051,4,4.0,0900,1015.0,MW,45,40,F Taiedi,22144,In Person,General Physics,3.2
LING,122,1,3.0,1030,1145.0,MW,19,25,S Khan,27340,In Person,English World Lang,4.7
EDSE,105,1,6.0,TBA,,TBA,1,6,S Krishnan,26747,In Person,Sup Ind Plan Eval,2.49
NUFS,159,1,3.0,0900,1015.0,TR,0,20,X Liu,29204,In Person,Pkg Mtrl Hndlng Dist,2.49
HUM,001B,1,0.0,1030,1145.0,TR,24,35,J Lindahl,27894,In Person,Hum Honors 1B,4.8
NUFS,104A,1,3.0,1200,1340.0,W,20,20,J Kubota,20219,In Person,Cultural Food,4.0
CHEM,299,1,2.0,TBA,,TBA,1,10,L Miller Conrad,26712,In Person,Masters Thesis,2.49
EDCO,266,2,3.0,1600,1845.0,T,30,30,L Capizzi,22413,In Person,Ed & Career Plan,5.0
NUFS,100W,5,3.0,0900,1145.0,F,4,25,S Rivera,29517,In Person,Writing Workshop,4.5
MUSC,002A,2,2.0,0930,1020.0,MW,21,30,T Langan,23329,In Person,Music Systems IIA,2.49
JS,152,80,3.0,TBA,,TBA,56,60,S Rivera,23836,Online Only - TBA Mtg Pat,Juv Delinquency,4.5
NUFS,192,5,5.0,TBA,,TBA,0,20,D Billings,25919,In Person,Fld Exp NufS/Pkg,3.3
GEOG,171,2,0.0,1900,2145.0,W,10,20,W Harmon,24318,In Person,Adv GIS,3.3
JS,181,3,3.0,TBA,,TBA,10,10,S Ghatak,22185,In Person,Internship in JS,4.6
ECON,001B,83,4.0,TBA,,TBA,39,40,J Linford,28906,Online Only - TBA Mtg Pat,Prin of Econ,3.3
INFO,240,1,3.0,TBA,,TBA,36,35,R Dean,22401,Online Only - TBA Mtg Pat,Info Tech Tools & Aplc,5.0
EDCO,288,2,3.0,1900,2145.0,R,28,25,S Stovall,24329,In Person,Sem Couns Th Prac,2.49
KIN,166,3,0.0,1000,1150.0,R,28,20,E Wughalter,20430,In Person,Motor Learning,4.8
METR,113,80,3.0,TBA,,TBA,16,40,F Freedman,28389,Online Only - TBA Mtg Pat,Atmos Pollution,2.7
SOCI,100W,80,3.0,TBA,,TBA,23,20,R Bryant-Anderson,24877,Online Only - TBA Mtg Pat,Writing Workshop,4.0
LING,125,1,3.0,1200,1315.0,TR,21,25,C Donlay,24851,In Person,Intr Hist Comp Lng,4.0
NURS,145,6,4.0,1400,2000.0,WR,10,11,A Paulson,23738,In Person,Adult Care Clin II,
MUSC,010B,3,3.0,1030,1145.0,TR,51,50,S Snitkovskaya,22667,In Person,Intro to Music,2.49
ATH,026I,1,1.0,TBA,,TBA,3,40,C Skorupka,20054,In Person,Tennis-Women,2.49
ANTH,159,1,3.0,1330,1445.0,TR,26,20,E Weiss,27064,In Person,Mummies,3.5
CHAD,170,3,3.0,1200,1315.0,TR,30,30,J Jabagchourian,23641,In Person,Cont Infl Cog Devl,4.5
NURS,136,1,2.0,0800,940.0,R,30,30,S McKenna,21368,In Person,Prof Role Dev III,3.5
SPAN,101A,2,4.0,1500,1640.0,MW,17,30,T Estrabao,25535,In Person,Advanced Spanish,3.8
MS,272,2,0.0,TBA,,TBA,1,24,,25683,In Person,Subtidal Ecol,2.49
CE,008,2,0.0,0900,1145.0,T,18,18,E Jackson,20124,In Person,Plane Surveying,2.49
ENVS,127,1,3.0,1500,1615.0,TR,5,20,C Prado,28007,In Person,Comm Based Rsrch,
MATH,030W,10,1.0,1500,1615.0,MW,19,30,B Pence,30088,In Person,Calculus I Workshop,2.5
CA,180,4,4.0,TBA,,TBA,0,1,S Riley,20458,In Person,Individual Studies,4.0
CMPE,102,1,3.0,0900,1015.0,TR,57,50,F Mortezaie,24573,In Person,Assembly Language Programming,3.7
COMM,168B,2,3.0,1030,1145.0,TR,26,40,C Rampini,28431,In Person,Global Climate Change II,3.0
MUSC,185A,1,3.0,1600,1830.0,M,14,40,K Ireland D'Ambrosio,20922,In Person,Music for Children,4.5
BUS1,173A,1,3.0,0900,1015.0,MW,48,45,T Rajkovic,24677,In Person,Fin Mgt Theory Pol,3.3
LING,122,2,3.0,1030,1145.0,TR,16,25,S Khan,27342,In Person,English World Lang,4.7
KIN,163,5,3.0,0900,1015.0,MW,24,32,A Bloom,29319,In Person,Phys Fit + Nutrit,3.0
ENGL,100A,2,3.0,0900,1015.0,MW,20,20,E Johnson,24304,In Person,Writing Competency,
DSGN,197,2,3.0,1200,1450.0,TR,25,25,A English,24894,In Person,BA Senior Project,4.3
CS,047,1,3.0,1630,1745.0,MW,34,30,F Butt,21819,In Person,Intro to Comp Sytm,3.2
BIOL,066,1,5.0,1330,1445.0,TR,210,240,S Anand,20333,In Person,Human Physiology,3.4
HSPM,130,1,3.0,1030,1145.0,TR,26,40,J Gao,23003,In Person,Hospitality Event,2.5
GEOL,004L,4,1.0,0900,1145.0,W,26,25,A Tostado,20369,In Person,Earth Systems Lab,2.49
JS,181,7,3.0,TBA,,TBA,10,10,J Warren,22189,In Person,Internship in JS,2.49
MCOM,180,1,1.0,TBA,,TBA,29,30,P Johnson,20689,In Person,Independent Study,2.49
PSYC,160,2,3.0,1500,1615.0,MW,40,40,N Wagner,25294,In Person,Clinical Psychology,2.9
BUS3,166,3,3.0,1030,1145.0,TR,46,45,R Roman,25057,In Person,"Bus, Govt, Society",3.6
MATE,298,2,2.0,TBA,,TBA,0,20,X Sinha,27328,In Person,MS Res Project,2.49
CHAD,162,1,3.0,1200,1315.0,MW,32,30,J Maleksalehi,25561,In Person,Chld/Adol Mult Soc,4.5
BUS5,140,11,3.0,1330,1445.0,TR,49,45,J Tan,23525,In Person,Fund of Oper Mgmt,3.2
CE,181,4,3.0,1030,1145.0,MW,18,18,I Jeyachandran,23406,In Person,Civ Eng Systems,2.49
DANC,102,2,3.0,1200,1315.0,MW,34,40,J Walton,24237,In Person,Dance in Wrld Cult,4.3
ART,298A,1,3.0,TBA,,TBA,2,10,A Raynsford,20309,In Person,MFA Special Study,4.0
CMPE,030,4,3.0,0800,850.0,TR,27,50,I Cokgor,30251,In Person,Programming Concept & Meth,2.5
KIN,024A,1,1.0,0830,920.0,MW,34,30,M Pascal-Gonzales,21729,In Person,Begin Bowling,5.0
ENGL,001A,31,3.0,1330,1445.0,TR,22,23,Y Yang,24527,In Person,First Year Writing,3.7
SCWK,233,6,5.0,TBA,,TBA,15,30,J Rose,25337,In Person,Soc Wk Pract IV,2.49
ENGL,117B,1,3.0,0930,1215.0,F,28,40,M Gorman-DaRif,24475,In Person,"Glbl Film, Lit, Cult",2.49
ENVS,185,2,4.0,1630,1915.0,W,23,22,A Marquez,28922,In Person,Envir Impact Anal,3.0
FS,161,4,0.0,0900,1130.0,R,32,36,M Juno,29928,In Person,Crime Scene Invest,4.7
BUS5,187,1,3.0,0900,1015.0,MW,42,45,Y No,25350,In Person,Global Dimensn Bus,3.3
ENGL,022,99,3.0,TBA,,TBA,30,30,T Nathanael,28134,Online Only - TBA Mtg Pat,Fantasy Science Fic,4.4
CHAD,163,3,3.0,1330,1445.0,TR,25,25,K Tsai,25565,In Person,Crit Iss Adol Dev,4.6
GEOG,010,80,3.0,TBA,,TBA,34,30,E Pena,21579,Online Only - TBA Mtg Pat,Cultural Geography,2.49
BUS3,186,8,3.0,0730,845.0,TR,39,50,J Wilhelmsson,29287,In Person,Prof & Bus Ethics,4.8
BUS1,173B,2,3.0,1800,2045.0,M,55,45,M Williams,26536,In Person,Prob in Fin Mgmt,2.49
PHYS,002B,23,0.0,1200,1450.0,R,18,16,C Morante,25494,In Person,Fund of Physics,2.49
EDD,591C,1,3.0,1630,2030.0,T,13,14,S Reis,27925,In Person,Prof Seminar III,2.49
MICR,127L,1,2.0,1030,1320.0,MW,18,18,S Rech,21907,In Person,Microbial Physiology Lab,3.2
CHEM,001A,20,0.0,1430,1720.0,W,27,27,C Cabreros,20134,In Person,General Chem,4.0
ECON,003,2,0.0,TBA,,TBA,32,40,,28497,In Person,Econ Statistics,2.49
NUFS,100W,80,3.0,TBA,,TBA,4,25,R Rinck,29523,Online Only - TBA Mtg Pat,Writing Workshop,3.8
COMM,298,4,4.0,TBA,,TBA,3,1,K McConnell,22359,In Person,Master's Project,3.3
RTVF,120,5,3.0,1800,1945.0,W,18,18,J Abrams,27814,In Person,Intm Audio Film/TV,4.8
COMM,020,48,3.0,0900,1015.0,TR,26,26,L Walsh,27666,In Person,Public Speaking,4.5
ATH,006S,2,1.0,TBA,,TBA,0,20,J Craighead,20031,In Person,Skl Dvlop Bkbl-Wo,2.49
CMPE,297,5,3.0,1800,2045.0,W,14,45,W Wu,29875,In Person,Autonomous Vehicles,3.2
BUS3,189,18,3.0,1330,1445.0,TR,33,30,C Wang,21959,In Person,Strategic Mgmt,4.0
BUS3,152,1,3.0,1630,1745.0,MW,50,45,M Norell,21588,In Person,HR Analytics,2.49
BUS2,190,13,3.0,1800,2045.0,M,44,45,O Yu,30168,In Person,Quant Bus Analysis,2.6
BIOL,065,13,0.0,1330,1620.0,M,34,35,M Cepin,20994,In Person,Human Anatomy,2.49
OCTH,276,2,3.0,TBA,,TBA,19,21,M Tipton-Burton,27142,In Person,Pract & Seminar 1A,2.49
RTVF,110,4,3.0,1500,1615.0,MW,22,48,A Berney,27764,In Person,Media and Culture,
FS,167,2,5.0,1800,2030.0,T,12,36,J Garrido,23215,In Person,Forensic Mol Biol,2.49
BUS1,172A,3,3.0,1800,2045.0,T,38,45,J Cho,24672,In Person,Investmt Analysis,3.5
BIOL,107L,3,2.0,1030,1315.0,R,13,18,H Hoang,23892,In Person,Immunology Laboratory,2.49
KIN,100W,5,3.0,1030,1145.0,TR,25,25,M Crockett,28415,In Person,Writing Workshop,4.6
KIN,185,3,1.0,1330,1420.0,T,22,20,L Wilkin,22677,In Person,Senior Seminar,4.0
ENGL,002,15,3.0,1030,1145.0,MW,25,25,B Chow,23488,In Person,Critical Thinking and Writing,2.2
ART,149,1,3.0,1200,1450.0,TR,23,24,Y Escalante,22467,In Person,Pattern and Mold Making,4.2
ME,100,80,1.0,1630,1720.0,T,26,35,D Caires,27102,Online Only - With Mtg Pattern,ME Career Dev,2.3
BUS5,165A,1,3.0,1330,1445.0,MW,40,40,T Shirley,23453,In Person,Global Leadership,4.0
OCTH,224,3,3.0,1330,1615.0,R,25,28,C Boitano,24906,In Person,OT in Community I,2.49
KIN,023A,1,1.0,1230,1420.0,T,25,20,N Fraire,20377,In Person,Begin Archery,
PHYS,051,12,0.0,0900,1150.0,M,18,16,A Vargas,22148,In Person,General Physics,2.49
ENGL,050,1,3.0,1030,1145.0,TR,32,35,J Villagrana,23465,In Person,Lit Survey before 1680,3.0
POLS,190H,3,1.0,TBA,,TBA,9,5,M Currin-Percival,26851,In Person,Honors Thesis,3.7
MUSC,224,6,2.0,TBA,,TBA,1,3,F Levy,30055,In Person,Supv Grad Studies,2.49
KIN,020A,1,1.0,0830,920.0,MW,24,24,L Cai,21060,In Person,Begin Badminton,3.1
BUS2,139,1,3.0,1030,1145.0,TR,28,45,K Gehrt,21608,In Person,Marketing Manage,2.5
MILS,140B,2,0.0,1415,1700.0,W,8,30,M Morales,20202,In Person,Ldrshp Cplx Wld,2.49
EDCO,292,2,3.0,TBA,,TBA,8,10,D Mena,20470,In Person,Supv Exp Couns,4.4
EDSE,102,80,3.0,TBA,,TBA,42,40,A Henderson,27659,Online Only - TBA Mtg Pat,Sp Lng Typ/At Dev,4.5
MATH,1001S,1,1.0,0900,950.0,MW,10,28,T Hsu,28953,In Person,MATH 01 Support,2.49
SPAN,102B,2,3.0,1030,1145.0,TR,17,30,T Estrabao,25538,In Person,Hisp Amer Culture,3.8
PHYS,120A,1,3.0,1000,1050.0,T,22,24,A Hatzikoutelis,25362,In Person,Electronics Lab,2.49
MUSC,160G,1,1.0,1545,1800.0,W,16,20,C McKenzie,20215,In Person,ENS: Pep Band,5.0
CHEM,121S,1,1.0,1100,1150.0,F,16,20,V Maraschin,29202,In Person,Radiation Safety,2.49
CS,185C,2,3.0,1630,1745.0,TR,13,30,L Wesley,23291,In Person,Adv Prac Comp Topics,3.0
JS,132,80,3.0,TBA,,TBA,41,44,D Kameda,23830,Online Only - TBA Mtg Pat,Race Gender Ineqlt,3.9
ASIA,193B,1,3.0,1330,1445.0,TR,4,50,M Gasparini,29410,In Person,East West in Art,2.49
ENGL,002,30,3.0,1500,1615.0,TR,22,25,L Landau,24180,In Person,Critical Thinking and Writing,2.6
AE,165,1,3.0,1630,1745.0,TR,68,70,S Swei,28039,In Person,AE Flight Mech,2.49
MATH,019W,3,1.0,1200,1315.0,MW,28,28,T Fish,21253,In Person,Precalculus Workshop,4.8
NUFS,139,10,3.0,1200,1315.0,MW,26,30,K Harvey,23705,In Person,Hunger & Environ Nutr,4.4
CHAD,260B,1,3.0,1600,1845.0,T,5,10,N Sorkhabi,22947,In Person,Sem Ch & Adol Dev,3.0
STAT,235,1,3.0,0900,1015.0,TR,12,15,G Feist,22244,In Person,Multivar Analysis,2.49
CMPE,298I,32,1.0,TBA,,TBA,24,25,I Eswar,22013,In Person,CMPE/SE Internship,2.9
ANI,021,4,3.0,1500,1750.0,TR,23,25,I Poslitur,28869,In Person,Color Principles,2.49
GEOG,112,2,3.0,1500,1615.0,MW,32,30,M Kelley,22303,In Person,Nat Cult Terr Disp,4.0
COMM,198,1,1.0,TBA,,TBA,27,30,R Cnudde,20978,In Person,Comm Applied Activity,4.2
COMM,100W,10,3.0,1200,1315.0,T,25,25,J Lacrampe,23657,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop,4.3
METR,163,1,3.0,1530,1720.0,T,12,15,C Clements,25959,In Person,Metr Instruments,4.5
SPAN,001B,2,4.0,1500,1640.0,MW,16,30,G Morales,23867,In Person,Elem Spanish,4.5
CE,162,5,3.0,1030,1120.0,TR,17,32,M Soliman,23402,In Person,Struc Concrete Des,4.3
KIN,188,1,2.0,0930,1020.0,TR,26,40,K Han,20431,In Person,Prev Care Ath Inj,2.49
GEOL,234,2,0.0,1030,1315.0,T,7,20,E Gabet,28738,In Person,Adv Geomorphology,2.9
ARTH,193A,1,3.0,0900,1015.0,TR,37,40,J Smits,26090,In Person,Worlds Art/Culture,2.9
SOCI,281,33,3.0,TBA,,TBA,1,2,N Boero,21858,In Person,Internship in Soc,4.0
ENGL,060,2,4.0,1200,1315.0,TR,30,30,C Saylor,28136,In Person,Lit Survey 1680-1860,4.4
URBP,297P,1,1.0,1630,1915.0,M,16,15,L Prevetti,21454,In Person,Plan Rpt Prelim,5.0
ENGL,298,4,4.0,TBA,,TBA,5,6,R McNabb,21394,In Person,Special Study,2.49
SPAN,298,1,1.0,TBA,,TBA,3,10,V Fernández,26675,In Person,Special Study,2.49
HS,117,1,3.0,1500,1745.0,T,28,43,C Cherney,29472,In Person,Soc Pol Serv Aging,4.8
ENGL,106,1,4.0,1030,1145.0,MW,26,25,S West,23405,In Person,Editing for Writers,3.0
ENGL,001B,14,3.0,1200,1315.0,TR,13,25,E Sams,22453,In Person,Argument and Analysis,2.49
KIN,154B,4,0.0,1030,1120.0,MW,24,20,P Plato,30188,In Person,ECG Interp & Test,4.8
PHOT,110,1,3.0,1200,1450.0,MW,20,24,D Herrera,20256,In Person,Black & White Photo,5.0
EE,110,1,3.0,1500,1615.0,MW,75,90,D Parent,20871,In Person,Circuits and Systems,2.2
BIOL,299,41,4.0,TBA,,TBA,0,15,,25998,In Person,MA Thesis,2.49
CMPE,298I,31,1.0,TBA,,TBA,25,25,I Eswar,22012,In Person,CMPE/SE Internship,2.9
AVIA,002,1,3.0,0730,845.0,MW,21,35,E Hudson,22214,In Person,Private Ground,2.49
PSYC,158,3,3.0,1330,1445.0,TR,44,45,C Feria,25291,In Person,Perception,3.9
COMM,020,28,3.0,1500,1615.0,TR,27,27,J Capurso,22990,In Person,Public Speaking,4.8
RTVF,020,6,0.0,2000,2145.0,R,16,18,S Miller,27760,In Person,Intro Audio FilmTV,2.49
JS,132,3,3.0,1500,1615.0,TR,39,40,K Lynch,29607,In Person,Race Gender Ineqlt,3.9
BIOL,220,3,3.0,1630,1745.0,TR,5,15,B Dawson,30267,In Person,Science Comm,3.8
BUS1,121B,1,3.0,1030,1145.0,MW,45,45,B Anderson,24812,In Person,Inter Acctg II,2.49
AVIA,173,1,3.0,1800,2045.0,R,49,50,M Dworkin,29036,In Person,Aviation Law,2.49
TECH,167,11,0.0,1330,1615.0,M,16,30,T Brown Jr.,28792,In Person,Control Systems,2.49
CHAD,070,2,3.0,0900,1015.0,MW,31,30,P Bonander Oakes,28798,In Person,Lifespan Devel,3.4
CHEM,030A,7,0.0,1330,1620.0,W,28,28,D Parker,20144,In Person,Intro Chem,
GEOG,239,1,3.0,1800,2045.0,M,8,15,P Vyas,27989,In Person,Sem: Geog Info Tech,2.49
BUS5,187,80,3.0,TBA,,TBA,47,45,T Kothari,25384,Online - TBA With Few Campus Mtg,Global Dimensn Bus,3.7
GEOL,009,2,4.0,1500,1615.0,MW,56,55,G Turner,28814,In Person,Earth Disasters,4.4
BUS3,149,1,3.0,0900,1145.0,F,25,45,L Yang,20822,In Person,Negotn & Cnflct Resoltn,1.0
METR,180,2,2.0,TBA,,TBA,0,5,,20886,In Person,Individual Studies,2.49
JS,117,1,3.0,1500,1615.0,MW,30,30,A De Giorgi,23827,In Person,QuaL Resrch Mds,3.8
CHE,163L,3,0.0,1330,1615.0,T,12,12,M McNeil,27517,In Person,UG ChE Lab II,3.0
AE,298,1,3.0,0800,850.0,MWF,4,20,N Mourtos,28063,In Person,Spec Proj in Aerospace Engr,3.2
PHYS,268,1,3.0,1330,1445.0,TR,4,15,C Smallwood,28330,In Person,Laser Spectroscopy,5.0
MATH,146,1,3.0,1200,1315.0,TR,20,30,Y Zhang,28946,In Person,Math Cryptography,5.0
CCS,130,1,3.0,0900,1015.0,MW,30,30,G Mora-Torres,27833,In Person,Chicna/o Amer Soc,2.9
BIOL,107L,11,0.0,TBA,,TBA,16,18,T Abramson,24129,In Person,Immunology Laboratory,2.49
BUS5,140,7,3.0,1800,2045.0,W,44,45,M Ashley,25214,In Person,Fund of Oper Mgmt,4.3
BIOL,021,25,0.0,TBA,,TBA,3,24,S Cargill,20704,In Person,Human Biology,2.9
GEOL,003,1,3.0,1330,1445.0,MW,49,48,J Santos,20370,In Person,Planet Earth,4.5
EDCO,292,6,3.0,TBA,,TBA,10,10,L Roberts,20479,In Person,Supv Exp Couns,
SCWK,214,1,3.0,0900,1145.0,M,26,30,F Krebs,25322,In Person,Human Behavior II,4.4
BIOL,122,1,2.0,1430,1520.0,TR,0,20,S Brantley,29407,In Person,Bact Diversity,2.49
LING,111,1,3.0,1200,1315.0,TR,18,25,R Kataoka,20185,In Person,Ling Phonetics,4.3
CMPE,298I,40,1.0,TBA,,TBA,0,25,I Eswar,22021,In Person,CMPE/SE Internship,2.9
BUS1,127B,1,3.0,1800,2045.0,M,18,45,B Parineh,24535,In Person,Adv Honors Practicum,4.8
ART,102,1,3.0,1200,1450.0,TR,25,24,R Holberton,22429,In Person,3D Model and Print,2.49
GEOL,028,1,1.0,TBA,,TBA,16,18,A Van Dyne,24250,In Person,Geol Outdoors,4.3
CE,140,3,0.0,1330,1615.0,W,17,18,R Lukkoor,21987,In Person,Geotech Engr,3.3
BUS3,186,84,3.0,TBA,,TBA,30,45,P Hadreas,29299,Online Only - TBA Mtg Pat,Prof & Bus Ethics,4.3
ENGL,001A,7,3.0,0900,1015.0,MW,22,23,C Tromblee,22436,In Person,First Year Writing,
ENGL,001B,10,3.0,1030,1145.0,MW,22,25,A Rohatgi,22449,In Person,Argument and Analysis,3.2
HIST,283,1,4.0,1800,2045.0,W,14,15,G Gendzel,27740,In Person,Sem Calif and West,4.0
AMS,001B,24,0.0,0900,1015.0,MW,16,32,J Georges,29105,In Person,Am Cults 1877-pres,4.6
ENVS,010,2,3.0,1030,1145.0,MW,29,35,A Kerr,23674,In Person,Life Chang Planet,2.49
AMS,001B,19,6.0,1330,1445.0,TR,19,32,M Moore,27800,In Person,Am Cults 1877-pres,4.4
SOCS,137,2,3.0,1030,1145.0,TR,25,25,W Rouse,27132,In Person,CA Hist Soc Sci Pers,4.8
POLS,190,3,4.0,1330,1445.0,TR,21,20,M Currin-Percival,26850,In Person,Senior Seminar,3.7
CHE,151,2,0.0,1030,1315.0,T,25,25,M KAUR,27190,In Person,Proc Engr Thermo,2.49
BIOL,115,16,0.0,1130,1220.0,F,24,24,S Alladin,22238,In Person,General Genetics,
MUSC,026A,1,1.0,0800,850.0,MW,30,30,B Nitzan,26152,In Person,Voice Fundamentals,2.49
DANC,042A,3,2.0,1030,1150.0,TR,17,20,K Pinto,28736,In Person,Tpcs in Jazz Dance I,4.7
BUS5,182,2,3.0,1500,1745.0,W,40,45,A Basu,23516,In Person,Bus Plan for New Venture,3.3
KIN,035A,1,1.0,0730,820.0,MW,35,32,R Montgomery,20384,In Person,Begin Wt Training,3.9
NUFS,298,10,1.0,TBA,,TBA,4,10,J Kubota,20707,In Person,Special Studies,4.0
LLD,100WB,5,3.0,0900,1015.0,TR,24,24,K Sanders,22312,In Person,Wrtg Wrkshp Bsns Stdnts,5.0
TA,005,4,3.0,1330,1445.0,MW,26,26,S Anderson,22575,In Person,Acting,3.6
TECH,145,2,3.0,1930,2045.0,MW,39,45,K Suleman,29037,In Person,Lean Manufacturing,5.0
BUS2,194A,1,3.0,0900,1015.0,MW,39,45,H Eisips,23995,In Person,Statistical Analysis,4.8
EDCO,298,3,3.0,TBA,,TBA,6,12,K Choi,20484,In Person,Spec Stud Couns Ed,2.49
BUS2,190,9,3.0,1200,1315.0,TR,50,45,B Makani,23988,In Person,Quant Bus Analysis,4.2
CE,095,1,3.0,0900,1015.0,TR,51,55,S Vukazich,27653,In Person,Theory App Statics,4.4
NURS,128,3,2.0,1500,1640.0,W,15,40,D Dawkins,22302,In Person,EBP in Nursing,2.49
HSPM,140,1,3.0,1330,1445.0,TR,24,40,J Gao,22065,In Person,"Mtg, Conv & Event",2.5
BIOL,123B,1,3.0,1200,1315.0,MW,22,30,P Heller,29168,In Person,Bioinformatics II,4.4
SCWK,107,2,3.0,1800,2045.0,T,3,30,V Silva,29476,In Person,Aging and Society,3.7
HSPM,012,1,3.0,0900,1015.0,MW,21,40,T Thompson,27135,In Person,Cost Ctrl Hosp,3.8
BUS4,110B,2,3.0,0900,1015.0,MW,113,119,Y Ceran,20806,In Person,Sys Analysis & Design,5.0
RTVF,135,1,3.0,1330,1515.0,M,13,18,B Sarrafan,20824,In Person,RTVF Prod Projects,4.5
ME,295B,7,3.0,TBA,,TBA,1,20,A Armani,23510,In Person,ME Project II,2.49
SCWK,142,4,4.0,TBA,,TBA,14,30,M Curry,27390,In Person,Field Practicum II,2.49
RTVF,020,3,3.0,1800,1945.0,T,18,18,J Abrams,27757,In Person,Intro Audio FilmTV,4.8
COMM,020,11,3.0,1630,1745.0,M,29,27,P Bair,22043,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking,5.0
DSIT,104,2,3.0,1200,1450.0,MW,16,25,D Seah,30181,In Person,Int Arc Sp Plan,3.9
SCWK,170,1,3.0,0900,1145.0,M,11,24,H Song,20699,In Person,Intro Res Methods,4.0
ENGR,100W,17,3.0,1530,1620.0,MW,21,22,V Sansome,22632,In Person,Engr Reports,3.2
MATH,106,2,3.0,1630,1745.0,MW,23,28,J Trubey,28894,In Person,Intuitive Geometry,3.5
ECON,285,1,3.0,TBA,,TBA,0,5,,23681,In Person,Applied Econ Intrn,2.49
JS,104,80,3.0,TBA,,TBA,38,65,D Kameda,23802,Online Only - TBA Mtg Pat,Penal Pol & Inst,3.9
KIN,147,1,3.0,0830,920.0,M,75,60,J Hannigan,22665,In Person,Biomechanical Asmt of Mvmnt,2.49
MUSC,160C,2,1.0,TBA,,TBA,5,10,S Jones,23162,In Person,EnsChamberMusic,2.49
ART,100W,3,3.0,1200,1315.0,TR,20,25,J Silk,26088,In Person,Writng Wrkshp FA,4.7
KIN,155,3,0.0,0730,920.0,W,27,20,C Cisar,20401,In Person,Exercise Physiology,4.0
MATH,133A,2,3.0,1500,1615.0,MW,29,33,L Stanton,30131,In Person,Ord Diff Eq,4.5
ENGR,100W,10,0.0,1020,1120.0,MW,26,22,D Haley,20174,In Person,Engr Reports,2.49
COMM,010,1,3.0,0900,1015.0,W,28,27,A Iyengar,22608,2 Pat - Mtg Pat & TBA (See Class Note),Comm and Relations,4.9
BUS,220Z,1,3.0,1000,1400.0,F,22,30,C Onita,24458,In Person,Account Analytics,4.5
SCI,001,19,1.0,1200,1315.0,MW,22,25,K Singmaster,30358,In Person,Acadmc Excel Wkshp,4.7
MICR,140L,1,2.0,1030,1320.0,TR,19,18,W Murray,24298,In Person,Hematology Laboratory,3.8
ME,030,3,0.0,1330,1615.0,T,23,25,,22742,In Person,Comp Applications,2.49
NURS,126B,1,2.0,1300,1440.0,R,56,65,D Nelson,22060,In Person,Mat/Newborn Theory,4.3
KIN,051A,1,1.0,0830,920.0,MW,26,30,J Wada,20987,In Person,Begin Aikido,
CMPE,295A,5,3.0,1800,2045.0,F,7,30,,22080,In Person,Master Project I,2.49
BUS3,160,9,3.0,0730,845.0,MW,55,45,R Pollard,27526,In Person,Fund Mgmt & Org Beh,4.1
EDSE,217A,3,6.0,TBA,,TBA,6,6,L Beto,22226,In Person,Dir Tchng I LH,2.49
KIN,069,6,3.0,1500,1615.0,TR,32,30,C Carrillo,23928,In Person,Stress Management,4.6
RTVF,185,1,3.0,1330,1445.0,MW,27,30,K Massey,28086,In Person,Spec Topics RTVF,3.9
GEOL,138,4,0.0,1030,1315.0,R,9,18,N Bogie,30022,In Person,Hydrogeology,3.5
KIN,069,2,3.0,1500,1615.0,MW,30,30,M Ruban,22204,In Person,Stress Management,1.5
ME,295B,13,3.0,1630,1915.0,F,6,20,V Viswanathan,24756,In Person,ME Project II,4.8
ME,154,2,4.0,1030,1210.0,MW,51,50,J Lee,24739,In Person,Mech Engr Design,4.1
BUS,220U,1,3.0,1330,1730.0,MW,21,30,E Huerta Espinosa,21908,In Person,IT Audit & Int Control,2.49
CE,095,4,3.0,0900,1015.0,MW,27,55,H Habib,23393,In Person,Theory App Statics,3.6
MATH,031,8,4.0,1500,1550.0,MTWR,36,35,V Nguyen,29026,In Person,Calculus II,3.1
KNED,184Z,2,5.0,TBA,,TBA,0,10,D Daum,22678,In Person,Stdt Tchg III,4.7
CMPE,135,1,3.0,1330,1445.0,TR,21,50,R Mak,27482,In Person,Obj Orient Anl Des,4.7
ME,106,5,0.0,1800,2045.0,R,16,20,,27107,In Person,Fund Mechatro Engr,2.49
SE,116B,1,3.0,1200,1315.0,MW,0,30,K Smith,29166,In Person,Comp Graphics Algo,3.7
CMPE,258,2,3.0,1500,1745.0,R,5,45,H Li,29110,In Person,Deep Learning,2.49
BUS5,142,2,3.0,1330,1445.0,MW,34,45,T Shi,27962,In Person,Total Quality Mgmt,3.3
ENGL,001AS,1,3.0,0730,845.0,MW,20,22,L Chen,23602,In Person,FYW: Stretch English II,2.49
SCWK,260,1,3.0,1800,2045.0,M,15,30,G Fogle,23015,In Person,Pol Prac Child Fam,3.7
MS,298,73,3.0,TBA,,TBA,0,25,,21684,In Person,Resrch Mar Sci,2.49
KIN,035A,9,1.0,1530,1620.0,MW,32,32,C Carrillo,23230,In Person,Begin Wt Training,4.6
