Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc,Rating
JS,211,1,3.0,1630,1915.0,M,12,16,S Ghatak,24217,In Person,Hist-Issues-Jus,4.6
POLS,170V,3,3.0,1500,1615.0,TR,38,35,H Yenigun,24297,In Person,Amer Pol Global,5.0
PSYC,100W,4,3.0,1030,1145.0,MW,29,24,K Jeffery,22001,In Person,Writing Workshop,2.49
BIOL,031,19,0.0,1030,1320.0,R,17,22,L Braga,23385,In Person,Biology II,2.49
ENVS,193,3,3.0,TBA,,TBA,12,6,B Olszewski,22695,In Person,Supr Proj & Res,2.5
MATH,031W,8,1.0,1030,1145.0,TR,25,28,M Yin,21255,In Person,Calculus II Workshop,2.49
MATH,126,1,3.0,0900,1015.0,TR,25,30,J Schettler,26145,In Person,Theory of Num I,3.9
MATH,031W,9,1.0,1200,1315.0,TR,20,28,L Torres,21256,In Person,Calculus II Workshop,2.49
ENVS,194,8,8.0,TBA,,TBA,0,3,C Rampini,22707,In Person,Environment Intern,3.0
PSYC,142,3,3.0,1030,1145.0,MW,38,35,L Heiden,25287,In Person,Child Psychopathol,2.3
PSYC,117,4,3.0,1330,1445.0,TR,123,120,P Cravalho,21139,In Person,Psych Tests & Meas,4.5
MATE,168,1,1.0,1330,1615.0,R,6,18,J Lee,29383,In Person,Microfluidics Lab,4.1
MS,180,1,1.0,TBA,,TBA,0,36,,22757,In Person,Independent Studies,2.49
NUFS,031,1,1.0,1330,1420.0,T,18,35,D Singamsetti,23652,In Person,Prof in Nufs and Pkg,4.5
ME,106,6,0.0,0900,1145.0,F,17,20,B Furman,27108,In Person,Fund Mechatro Engr,3.0
BME,178,1,3.0,1330,1445.0,MW,67,75,F Erogbogbo,28337,In Person,Biomedical Product Realization,2.7
OCTH,286,7,4.0,1230,1515.0,R,9,11,A George,24932,In Person,Seminar & Pract IB,4.0
MUSC,160K,2,1.0,TBA,,TBA,1,10,J Freeman,23595,In Person,ENS: Brass Ensemble,2.8
CMPE,140,5,0.0,0830,1120.0,T,30,25,H Jeon,29850,In Person,Comp Arch & Design,4.2
PSYC,155,2,3.0,0900,1015.0,TR,45,45,V Carr,21439,In Person,Human Learning,4.5
CCS,010B,7,3.0,1200,1315.0,MW,46,40,E Azcona,27976,In Person,Mex Am US Hist/Gov,4.5
NUFS,106A,1,3.0,1330,1445.0,MW,16,35,I Brown,26162,In Person,Nutr in Life Span,3.5
INFO,294,4,4.0,TBA,,TBA,2,25,L Main,22494,Online Only - TBA Mtg Pat,Prof Exp Intern,3.4
ME,295A,14,3.0,TBA,,TBA,1,20,R Yee,27125,In Person,ME Project I,2.8
KIN,020B,2,1.0,1030,1220.0,F,15,12,L Cai,22640,In Person,Inter Badminton,3.1
URBP,214,1,3.0,1800,2045.0,R,4,20,L Lira,29212,In Person,Intro to Public Management,3.3
PHYS,002B,14,0.0,1200,1450.0,T,18,16,S Morgan,20262,In Person,Fund of Physics,3.3
FREN,025B,99,4.0,TBA,,TBA,7,30,J Desalvo,29117,Online Only - TBA Mtg Pat,Inter Fren Writing,2.7
NUFS,025,2,2.0,TBA,,TBA,1,20,J Kubota,25868,In Person,Intern Fdserv Mgmt,4.0
CE,121,4,0.0,1330,1615.0,T,16,18,S Koosha,21980,In Person,Transp Engrg,3.0
BUS,265,1,2.0,TBA,,TBA,40,50,V Agarwal,24057,In Person,Silicon Valley Exp,5.0
ENGR,010,14,0.0,0900,1145.0,T,24,22,S Rafati,22042,In Person,Intro to Engr,2.49
METR,280,1,3.0,TBA,,TBA,0,20,,21603,In Person,Recent Dev In Metr,2.49
MUSC,173,1,3.0,1200,1315.0,MW,3,32,V Rue,29264,In Person,Cont World Arts,3.9
KIN,161,2,3.0,1200,1315.0,MW,42,40,D Bohigian,23932,In Person,Philos of Sport,4.7
ENGR,295A,1,3.0,1700,1950.0,R,1,30,F Marbouti,29116,In Person,Master Project I,1.0
JS,121,1,3.0,1500,1615.0,TR,13,40,G Zamora,23243,In Person,Media and Justice,2.49
NURS,201,50,2.0,1830,2020.0,W,13,15,D Moore,30151,In Person,Leadership,2.49
COMM,100W,14,3.0,1630,1745.0,R,25,25,B McMurray,22622,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop,2.49
NUFS,101A,2,0.0,1200,1445.0,T,16,20,X Feng,23131,In Person,Food Science,
TA,005,2,3.0,1030,1145.0,MW,26,26,K Normington,21629,In Person,Acting,4.0
RECL,135,1,3.0,0900,1145.0,F,26,30,W Spain,25894,In Person,Rec Areas & Facilit,4.3
MATE,154,2,0.0,1330,1615.0,W,17,15,D Chafey,27316,In Person,Metals and Alloys,5.0
NUFS,144,6,3.0,0900,1015.0,MW,29,30,K Harvey,22562,In Person,Food Culture,4.4
NUFS,001A,1,3.0,1030,1145.0,MW,40,45,I Vanek,23651,In Person,Physical Science of Food,2.49
MATH,015S,11,3.0,1000,1050.0,M,1,30,L Mazmanyan,29468,In Person,Stats Statway B,2.49
BIOL,066,11,0.0,1130,1220.0,F,112,120,K Wirth,20334,In Person,Human Physiology,4.0
ADV,126,1,3.0,1630,1745.0,TR,17,20,T Hendrick,20006,In Person,Media Planning & Buying,3.9
KIN,286,1,1.0,TBA,,TBA,0,2,,22316,In Person,Independent Study,2.49
COMM,201,1,3.0,1800,2045.0,R,16,15,M Haverfield,21610,In Person,Comm Methodologies,2.49
ARTH,185,1,3.0,1330,1445.0,MW,15,25,I Pafford,24928,In Person,Classical World,3.2
NURS,259,50,3.0,1530,1820.0,W,10,20,S Rickman Patrick,25107,In Person,Adv Clin Pharm,
KIN,027A,4,1.0,1630,1720.0,MW,47,40,G Chen,22174,In Person,Begin Table Tennis,2.49
SCWK,233,8,5.0,TBA,,TBA,11,30,L Chin,25339,In Person,Soc Wk Pract IV,2.49
NUFS,163,5,3.0,0900,1015.0,MW,7,32,A Bloom,28474,In Person,Phys Fit + Nutrit,3.0
CMPE,281,2,3.0,1800,2045.0,T,50,60,Z Gao,21778,In Person,Cloud Technologies,
TECH,171,1,3.0,1800,1915.0,MW,30,30,B Venkatraman,24977,In Person,Netwk Sec & Prev,2.49
CHAD,165,2,3.0,1200,1315.0,TR,31,30,M Burns,25569,In Person,Risk/Resilienc,4.8
GEOG,161,1,3.0,1330,1445.0,TR,1,35,P Chua,29310,In Person,City Life,3.2
COMM,080,1,1.0,TBA,,TBA,45,45,R Cnudde,20155,In Person,Communication Workshop,4.2
RTVF,010,4,3.0,1030,1315.0,F,50,50,L Walker,27698,In Person,Art of Film,3.0
NUFS,008,1,3.0,1200,1315.0,MW,39,45,M Hall,20818,In Person,Nutr Health Prof,2.49
CMPE,110,2,0.0,1900,2150.0,M,25,25,J Ghofraniha,24576,In Person,Electronics Comp,3.0
CE,140,4,0.0,1330,1615.0,R,18,18,R Lukkoor,21989,In Person,Geotech Engr,3.3
AMS,180,2,2.0,TBA,,TBA,0,1,J Ormsbee,22856,In Person,Individual Studies,3.4
NURS,100W,1,3.0,0900,1015.0,TR,2,25,N Williams,29525,In Person,Writing Workshop,2.49
ASIA,122,2,3.0,1030,1145.0,TR,9,25,S Khan,29313,In Person,English World Lang,4.7
NUFS,298,12,3.0,TBA,,TBA,0,10,J Kubota,20718,In Person,Special Studies,4.0
ANTH,151,1,3.0,1200,1315.0,TR,23,20,E Weiss,27063,In Person,Modernity/Disease,3.5
SE,152,1,3.0,1330,1445.0,MW,0,30,T Austin,29336,In Person,Progrmng Paradigms,4.8
CMPE,195B,1,3.0,1800,2045.0,W,69,70,R Fatoohi,24729,In Person,Sr Design Project II,2.4
MATH,018AW,1,1.0,1200,1315.0,MW,21,28,H Katsuura,28689,In Person,Coll Algebra Wkshp,2.1
DSGN,100W,3,3.0,1200,1315.0,MW,25,25,M Skov,21942,In Person,Writing Workshop: Design,
PSYC,120,40,4.0,0900,1015.0,MW,43,44,J Citron,20962,In Person,Adv Res Meth & Des,4.3
HUM,168B,1,3.0,1030,1145.0,TR,2,40,P Daley- Harms,29268,In Person,Global Climate Change II,4.5
HS,135,5,3.0,1500,1745.0,R,26,30,A Carter,28246,In Person,Hlth Multiculture,4.1
AAS,033B,7,3.0,0900,1015.0,TR,39,40,J Rondilla,23809,In Person,AAS History II,4.5
ENGL,002,2,3.0,1630,1745.0,TR,25,25,A Tran,22457,In Person,Critical Thinking and Writing,4.4
AMS,001B,3,0.0,1200,1315.0,MW,26,32,S Moultry,27531,In Person,Am Cults 1877-pres,
AVIA,180H,2,2.0,TBA,,TBA,5,20,F Barez,23093,In Person,Individual Studies,4.5
JS,181,4,3.0,TBA,,TBA,10,10,J Halushka,22186,In Person,Internship in JS,4.8
NUFS,139,11,3.0,1330,1445.0,MW,28,30,K Harvey,23706,In Person,Hunger & Environ Nutr,4.4
DSIT,112,1,3.0,1500,2050.0,F,26,25,S POLCYN,24837,In Person,Prof. Practice ID,2.49
NUFS,298,26,2.0,TBA,,TBA,0,10,A Widaman,26656,In Person,Special Studies,3.3
PSYC,142,4,3.0,0730,845.0,TR,32,35,S Torabian,29771,In Person,Child Psychopathol,2.49
MUSC,025B,1,1.0,0930,1020.0,TR,24,25,N Sultanov,21695,In Person,Piano Proficiency II,4.0
CCS,074,6,3.0,1200,1315.0,TR,24,25,R Alvarez,28094,In Person,Public Address,4.7
CHAD,159,2,0.0,TBA,,TBA,61,45,K Cross,20321,In Person,Child Dev K-8 Prac,5.0
BIOL,020,14,0.0,1030,1320.0,W,21,20,U Holzmann,23301,In Person,Ecol Biol,2.49
CE,181,3,3.0,1800,2045.0,W,14,18,V De Loza,21736,In Person,Civ Eng Systems,4.9
COMM,020,35,3.0,0900,1015.0,MW,26,27,C Burks,22836,In Person,Public Speaking,5.0
GLST,001B,80,3.0,TBA,,TBA,36,35,M Poffenroth,23556,Online Only - TBA Mtg Pat,Intro to Global Studies,3.8
NUFS,111,2,0.0,1040,1325.0,T,20,20,T Engstrom,23143,In Person,Fdserv Prod Mgmt,2.49
BUS2,138,80,3.0,TBA,,TBA,49,45,J Zhang,22196,Online Only - TBA Mtg Pat,Mktg Research,
UNVS,1015W,1,1.0,1100,1245.0,M,8,20,F Yarahmadi,28565,In Person,Statway Sup Activity,5.0
HS,159,7,3.0,1330,1420.0,MW,22,20,K Roe,25697,In Person,Hlth Prgm Planning,3.8
PSYC,190,8,3.0,1200,1315.0,TR,23,23,C Chancellor-Freeland,27460,In Person,Curr Iss Capstone,2.49
MCOM,063,80,3.0,TBA,,TBA,19,20,C Saatsaz,28711,Online Only - TBA Mtg Pat,New Media,5.0
KIN,024A,3,1.0,1030,1120.0,MW,41,30,M Pascal-Gonzales,21730,In Person,Begin Bowling,5.0
ECON,001A,64,4.0,1200,1315.0,MW,40,40,S Mukherjee,28858,In Person,Prin of Econ,5.0
ENVS,181,2,2.0,1200,1315.0,TR,5,10,L Trulio,23269,In Person,Envir Res Center,4.2
FS,011,80,3.0,TBA,,TBA,44,65,M Juno,23879,Online Only - TBA Mtg Pat,Survey For Sci,4.7
CMPE,165,1,3.0,1800,2045.0,M,53,50,I Eswar,24684,In Person,SW Eng Process Mng,2.9
MILS,001B,2,0.0,1415,1700.0,W,6,30,M Morales,20346,In Person,Intro Tac Leadership,2.49
PHIL,057,6,3.0,1330,1445.0,TR,37,35,N Osborne,23662,In Person,Logic & Crit Reas,4.3
CE,150,6,0.0,1800,2045.0,M,12,12,O Hoang,23399,In Person,Hydro and Hydrau,2.49
SCED,298,3,2.0,TBA,,TBA,0,7,R Kelly,24316,In Person,Research,3.5
SOCI,146,1,3.0,1630,1745.0,MW,31,30,P Rudy,23763,In Person,Work Power & Leisure,4.2
NURS,135,1,3.0,1500,1745.0,T,0,30,N Trainor,29555,In Person,Hlth Multiculture,1.7
JOUR,136,1,3.0,1200,1315.0,TR,9,20,N Garud Patkar,20899,In Person,Newspaper and Mag Design,5.0
BUS2,134B,1,3.0,1500,1745.0,M,48,45,G Castro,20979,In Person,Marketing Com,4.5
EDSE,217D,3,3.0,TBA,,TBA,0,6,,23748,In Person,Adv Dir Teaching,2.49
BUS2,190,11,3.0,1330,1445.0,TR,51,45,R Murray,26910,In Person,Quant Bus Analysis,3.4
CHAD,070,6,3.0,0900,1015.0,TR,30,30,L Pirazzi,28802,In Person,Lifespan Devel,4.3
PHIL,186,88,3.0,TBA,,TBA,20,45,K Patel,28293,Online Only - TBA Mtg Pat,Prof & Bus Ethics,4.2
BME,299,1,3.0,TBA,,TBA,0,20,,24559,In Person,MS Thesis,2.49
MUED,175,1,3.0,0900,1015.0,MW,9,20,C Brown,21516,In Person,Practicum Mu Ed,2.3
CS,144,1,3.0,1330,1445.0,MW,25,30,S Teoh,24236,In Person,Adv C++ Progrmng,4.0
BUS2,090,80,3.0,TBA,,TBA,41,45,S Silver,23951,Online Only - TBA Mtg Pat,Bus Statistics,2.1
POLS,015,83,3.0,TBA,,TBA,46,45,J Abrams,24986,Online Only - TBA Mtg Pat,US & CA Government,2.49
KIN,002A,9,1.0,1700,1750.0,MW,20,25,K Thompson,28399,In Person,Begin Swimming,5.0
BUS1,177,1,3.0,1030,1145.0,TR,48,45,A Meshcheryakov,27253,In Person,Inter Bus Fin,3.3
BIOL,155,15,0.0,1330,1620.0,R,5,10,F Hijazi,27262,In Person,Hypothesis Testing,2.49
ANI,010,1,3.0,0800,1050.0,MW,27,25,J Clapp,28825,In Person,Light and Optics,4.8
CHEM,184,1,1.0,TBA,,TBA,5,20,K Singmaster,24339,In Person,Directed Reading,4.7
JS,101,1,3.0,1630,1745.0,TR,41,40,K Lynch,28483,In Person,Critical Issues,3.9
CMPE,133,1,3.0,1800,2045.0,W,50,50,I Eswar,27481,In Person,Soft Eng II,2.9
PSYC,225,1,3.0,0900,1145.0,W,14,12,S Nadeau,21983,In Person,Adv Grp Dynamics,3.2
POLS,015,99,3.0,TBA,,TBA,42,45,J Brent,24055,Online Only - TBA Mtg Pat,US & CA Government,3.6
CHAD,195,80,3.0,TBA,,TBA,28,25,M Mcvey,22945,Online Only - TBA Mtg Pat,Sr Sem Child Dev,2.49
BUS3,012,69,3.0,1030,1145.0,TR,45,45,W Easter,29101,In Person,Managing My Life,5.0
JOUR,140B,2,2.0,1500,1615.0,MTWR,13,15,R Craig,21376,In Person,StuMedia:SparDaily,4.3
AMS,159,1,3.0,1330,1445.0,TR,20,32,L Trost,27528,In Person,Nat & World Cult,3.7
MATH,030,6,3.0,1330,1445.0,TR,29,35,H Katsuura,28917,In Person,Calculus I,2.1
TA,173,1,3.0,1200,1315.0,MW,0,32,V Rue,29262,In Person,Cont World Arts,3.9
PSYC,100W,11,3.0,1030,1145.0,TR,21,24,L Cabral,27592,In Person,Writing Workshop,2.0
SPAN,105,1,4.0,1800,2045.0,W,23,35,J Sempere-Martinez,23874,2 Pat - Mtg Pat & TBA (See Class Note),Spanish Phonology,4.9
BUS3,161A,2,3.0,1030,1145.0,MW,44,45,T Shirley,25059,In Person,Applied Org Behavr,4.0
EE,112,2,3.0,1630,1745.0,MW,16,40,T Nguyen,26161,In Person,Signal Processing,1.1
CS,147,2,3.0,1030,1145.0,MW,80,75,C Tsao,22800,In Person,Comp Architecture,1.0
CE,150,5,3.0,1200,1250.0,MW,12,12,W Wang,23398,In Person,Hydro and Hydrau,4.3
PKG,158,1,3.0,1600,1740.0,M,20,20,E Tang,28547,In Person,Protective Pkg Dsgn,2.49
ENGL,002,40,3.0,1200,1315.0,T,17,25,S Prasad,29084,2 Pat - Mtg & OL Pat (See Class Note),Critical Thinking and Writing,3.5
PHIL,298,3,3.0,TBA,,TBA,1,5,R Chan,22838,In Person,Spec Studies,5.0
JS,015,80,3.0,TBA,,TBA,35,35,M Vallerga,23845,Online Only - TBA Mtg Pat,Intro Stat Justice,5.0
CMPE,127,3,0.0,1800,2050.0,W,24,24,I Cokgor,24608,In Person,Microproc Design 1,2.5
KIN,042A,1,2.0,1200,1320.0,TR,8,20,D Serapio,29364,In Person,Tpcs in Jazz Dance I,2.49
ENVS,187,11,0.0,1500,1745.0,M,25,24,M Klock,22183,In Person,Environ Restor,2.49
CHE,185,1,3.0,1630,1820.0,T,50,50,A Ramasubramanian,27197,In Person,Chem Pro Dyn & Cont,3.0
RECL,015,2,3.0,1200,1315.0,MW,0,30,C Doyle,29385,In Person,Human Life Span,1.5
ENGR,180,3,3.0,TBA,,TBA,0,15,,21050,In Person,Indiv Studies,2.49
FLED,184Z,1,4.0,TBA,,TBA,5,10,A Jensen,20541,In Person,Stdt Tchg III,2.49
ECON,101,2,4.0,0900,1145.0,F,41,40,N Malek,29150,In Person,Micr-Econ Analysis,4.7
COMM,191A,1,1.0,TBA,,TBA,68,45,K Yee,20634,In Person,Foren Act Debate,
BIOL,055,1,3.0,1200,1250.0,TR,55,50,S Anand,22525,In Person,Biostatistics,3.4
OCTH,298,3,3.0,TBA,,TBA,0,60,,27160,In Person,Sup Study OT,2.49
GERO,107,2,3.0,1800,2045.0,T,9,30,V Silva,28758,In Person,Aging and Society,3.7
DSID,128A,2,1.0,0800,850.0,TR,22,24,J Nelson,29862,In Person,Portfolio Proj 4,2.49
ENGL,115,1,4.0,1630,1745.0,MW,18,30,M Warner,28147,In Person,The Bible as Literature,2.9
BIOL,186,21,4.0,TBA,,TBA,0,15,,25723,In Person,Senior Thesis,2.49
GERO,133,1,3.0,TBA,,TBA,0,36,,22623,In Person,Gero Field Work,2.49
CHEM,132L,1,1.0,0900,1150.0,F,23,24,A Tran,22749,In Person,Intro Biochem Lab,2.49
ME,295B,2,3.0,1630,1915.0,F,0,20,F Amirkulova,23505,In Person,ME Project II,2.49
DSGD,104,2,3.0,0800,1050.0,MW,23,25,J Martinez,21384,In Person,Intro to Grph Dsgn,3.3
CE,240,1,3.0,1800,2045.0,M,4,30,S Huang,27642,In Person,Adv Soil Mech,5.0
SCWK,142,2,4.0,TBA,,TBA,14,30,J Blandino,27388,In Person,Field Practicum II,2.49
BIOL,054,80,3.0,TBA,,TBA,52,50,M Poffenroth,23386,Online Only - TBA Mtg Pat,Human Understanding,3.8
ENGL,001B,13,3.0,1200,1315.0,MW,25,25,A Rohatgi,22452,In Person,Argument and Analysis,3.2
CA,176,1,3.0,1500,1745.0,W,16,25,E Thorne,21927,In Person,Creativ Leadership,3.0
JPN,025A,1,4.0,1330,1440.0,MWF,18,30,M Iwata,23847,In Person,Interm Japanese,5.0
SCWK,231,5,4.0,TBA,,TBA,13,30,J Jackson,25330,In Person,Soc W Pract II,5.0
CHEM,155,2,0.0,0900,1150.0,T,14,15,R Terrill,20152,In Person,Instru Analysis,4.3
COMM,091J,2,1.0,TBA,,TBA,5,45,S Laczko,27863,In Person,Judge Training,
CMPE,200,2,3.0,1800,2045.0,T,12,50,B Vinnakota,27495,In Person,Comp Architecture,4.0
CS,259,1,3.0,1800,1915.0,MW,20,20,R Chun,22192,In Person,Adv. Parallel Proc,4.4
BIOL,021,31,0.0,TBA,,TBA,2,24,S Cargill,22329,In Person,Human Biology,2.9
MATH,015S,2,0.0,0800,945.0,WF,5,30,F Yarahmadi,29459,In Person,Stats Statway B,5.0
ECON,212,1,3.0,1830,2115.0,M,10,20,P Lombardi,30003,In Person,Econ Development,2.49
EDSE,014B,2,3.0,1030,1145.0,TR,28,30,E Smith,24948,In Person,American Sign II,4.8
MUSC,010A,85,3.0,TBA,,TBA,70,70,V Lington,25093,Online Only - TBA Mtg Pat,Music Appreciation,3.1
ENGL,002,35,3.0,1630,1745.0,MW,17,25,J Navarro,28069,In Person,Critical Thinking and Writing,4.0
POLS,100W,2,3.0,1330,1445.0,MW,28,25,S Benson,23783,In Person,Writing Workshop,4.8
BUS1,021,7,3.0,1800,2045.0,T,49,45,T Robinson,24811,In Person,Managerial Acctg,4.5
DSGN,127,2,4.0,TBA,,TBA,3,25,V San Fratello,22025,In Person,Intern,3.7
MUSC,060K,1,1.0,1030,1220.0,F,10,12,T Hornig,21714,In Person,BrassEns,1.0
NUFS,299,25,1.0,TBA,,TBA,0,10,F Yambrach,28527,In Person,Mas Thesis or Proj,4.9
JPN,001A,2,4.0,1330,1420.0,MTWR,28,30,Y Shimazu,23838,In Person,Elem Japanese,3.9
MS,208,2,0.0,TBA,,TBA,0,24,,23113,In Person,Scientific Methods,2.49
AVIA,068,1,3.0,1600,1745.0,T,12,24,D Neal,27163,In Person,Avionics/Airb Comm,5.0
ENGR,100W,55,3.0,1800,1850.0,MW,22,22,S Wemusa,24177,In Person,Engr Reports,5.0
ART,166,1,3.0,1500,1750.0,MW,12,24,T Powers,20440,In Person,Mixed Media on Canvas,2.49
SCI,001,6,1.5,1500,1615.0,MW,35,30,K Singmaster,21821,In Person,Acadmc Excel Wkshp,4.7
FREN,101B,80,4.0,TBA,,TBA,6,20,J Desalvo,29118,Online Only - TBA Mtg Pat,Adv Frn Writt Comm,2.7
ENGL,001B,20,3.0,1630,1745.0,TR,25,25,Z Babaci-Wilhite,28127,In Person,Argument and Analysis,4.8
CE,162,1,3.0,1030,1120.0,TR,53,54,A Al-Manaseer,22006,In Person,Struc Concrete Des,2.7
MCOM,100W,4,3.0,1200,1315.0,MW,20,20,D Stover,24281,In Person,Wrtg Wkhp in Comm,3.4
HUM,002B,3,0.0,0900,1015.0,TR,26,35,C Rostankowski,27913,In Person,Hum Honors 2B,3.6
MS,274,6,0.0,TBA,,TBA,0,24,L Gardner,28591,In Person,Adv Top Ocean,2.49
PSYC,001,4,3.0,1030,1145.0,MW,40,38,N Rattan,24997,In Person,Introductory Psychology,4.4
COMM,040,7,3.0,1800,2045.0,W,25,25,K Momary,22619,In Person,Argmnt/Advocacy,1.0
COMM,020,18,3.0,1200,1315.0,W,24,25,A Mathews,22052,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking,3.2
KIN,053A,2,1.0,1030,1220.0,F,21,20,P Rodriquez,21771,In Person,Begin Karate,2.49
ENVS,198,3,3.0,1800,2045.0,T,12,15,R O'Malley,25213,In Person,Sr Sem,3.8
ENGL,112A,81,3.0,TBA,,TBA,38,35,T Nathanael,30048,Online Only - TBA Mtg Pat,Childrens Lit,4.4
COMM,168B,1,3.0,1030,1145.0,TR,17,40,P Daley- Harms,28425,In Person,Global Climate Change II,4.5
MUSC,122B,2,1.0,1130,1220.0,TR,15,15,R Maldonado,25312,In Person,FundTechDoReeds,2.49
COMM,020,5,3.0,0730,845.0,W,28,27,K Momary,20936,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking,1.0
ECON,002C,80,1.0,TBA,,TBA,26,40,J Rietz,26072,Online Only - TBA Mtg Pat,Stats Lab,4.6
ECON,003,4,0.0,TBA,,TBA,31,40,G Hanle,28407,In Person,Econ Statistics,2.49
ASTR,101,4,3.0,1500,1615.0,MW,48,45,I Mosqueira,23061,In Person,Modern Astronomy,3.4
POLS,147,1,4.0,1030,1145.0,MW,42,40,K Sasikumar,25048,In Person,Globalization,3.9
AS,131B,2,0.0,0930,1130.0,F,17,30,M Neubauer,21318,In Person,AF Ldrship Studies,2.49
JS,281,3,3.0,TBA,,TBA,0,6,E Adams,26626,In Person,Justice Practicum,4.1
CA,060,2,3.0,1500,1745.0,W,24,25,W McCraw,27826,In Person,Creativity Matters,4.8
HUM,144,1,3.0,1030,1145.0,MW,4,32,B Sang,29173,In Person,Chinese Traditions,2.49
PSYC,102,4,3.0,1200,1315.0,MW,49,40,R Schulte,30398,In Person,Psyc of Childhood,2.49
KIN,032,2,1.0,1030,1120.0,TR,49,50,F Ghiasvand,25575,In Person,Aerobics,3.7
ARTH,070B,2,3.0,1200,1315.0,TR,69,70,J Smits,26084,In Person,Art Hist Ren-Mod,2.9
SCWK,242,4,3.0,1800,2045.0,W,27,30,K Lemon,22246,In Person,Res Meth Data Eval,2.49
NUFS,139,1,3.0,1330,1445.0,TR,31,30,G Acker,23696,In Person,Hunger & Environ Nutr,4.9
CA,150,1,3.0,1200,1445.0,M,0,20,S Trimingham,29412,In Person,Field Experiences,2.3
ENVS,154,11,0.0,1500,1745.0,R,22,22,R O'Malley,23678,In Person,Sustainable Agriculture,3.8
MUSC,010A,1,3.0,0900,1015.0,MW,70,70,K Metcalf,20207,In Person,Music Appreciation,4.6
BIOL,181,1,1.0,TBA,,TBA,0,15,,22361,In Person,Intro Health Care,2.49
CMPE,294,1,3.0,1600,1845.0,M,25,25,T Chatterjee,21416,In Person,CMPE Seminar,3.8
SOCI,199H,32,3.0,TBA,,TBA,0,2,,20842,In Person,Sen Hon Thesis,2.49
NUFS,016,2,3.0,1330,1445.0,MW,45,45,A Reisenauer,22249,In Person,"Sci, Physio, Nutr",4.7
KIN,015A,1,1.0,0830,920.0,MW,24,24,S Butler,21199,In Person,Beg Basketball,2.0
COMM,020,42,3.0,0900,1015.0,W,26,26,D Ramos,23640,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking,3.0
PHIL,149,1,3.0,1500,1745.0,T,10,35,R Chan,28761,In Person,Metaphysics & Epistemology,5.0
CS,190I,1,3.0,1330,1615.0,F,2,30,C Tseng,22736,In Person,Internship Project,2.5
RTVF,130,3,3.0,0900,1045.0,R,18,18,C Guzzetta,20426,In Person,Inter Film/TV Prod,4.5
MCOM,104,2,3.0,0900,1015.0,MW,21,20,Z Li,22286,In Person,Mass Comm Research,5.0
LLD,100A,3,3.0,1200,1315.0,MW,20,20,K Sanders,22271,In Person,Writing Competency,5.0
BIOL,030,12,0.0,1230,1520.0,T,22,24,T Mok,22914,In Person,Biology I,2.49
SOCS,015,2,3.0,1330,1445.0,TR,5,25,J DeHaan,29485,In Person,Stat Ap in Soc Sci,2.49
URBP,185,1,4.0,1630,1915.0,R,2,22,S George,29374,In Person,Envir Impact Anal,2.49
ECON,102,2,4.0,1500,1615.0,MW,42,40,J Rietz,28451,In Person,Macr-Econ Analysis,4.6
CMPE,127,6,0.0,1330,1620.0,T,10,24,H Ozemek,28973,In Person,Microproc Design 1,2.6
ENVS,001,80,3.0,TBA,,TBA,37,35,B Olszewski,22166,Online Only - TBA Mtg Pat,Intro Envir Issues,2.5
CMPE,124,2,0.0,1330,1620.0,M,12,20,H Ozemek,24580,In Person,Digital Design I,2.6
UNVS,101,3,0.0,1800,1950.0,W,35,40,M McNeil,29574,In Person,Leadership,3.0
SOCI,299,34,3.0,TBA,,TBA,0,2,,22846,In Person,Masters Thesis,2.49
CS,256,1,3.0,1630,1745.0,MW,10,20,T Moh,23650,In Person,Top in Art Intell,2.8
JS,189,8,3.0,0900,1015.0,MW,16,16,J Warren,30393,In Person,Sen Sem Cont Prob,2.49
KIN,191B,1,3.0,0930,1020.0,MW,5,40,H Pai,20435,In Person,Adv Assess Upr Ext,2.49
MCOM,100W,2,3.0,0930,1215.0,F,7,20,R Nichols,22714,In Person,Wrtg Wkhp in Comm,4.3
AE,030,2,0.0,1200,1450.0,W,19,30,L Capdevila,28029,In Person,Program. for AEs,
OCTH,216,2,3.0,0900,1145.0,W,18,21,D Lashgari,22885,In Person,Evaluation in OT,2.49
METR,012,4,3.0,1330,1445.0,TR,42,63,T Mullens,23938,In Person,Global Warming,4.8
KIN,021B,1,1.0,1330,1520.0,W,23,25,K Hollander,28460,In Person,Inter Tennis,5.0
URBP,298A,1,3.0,1930,2215.0,T,7,10,S Alexander,25835,In Person,Planning Report,
CS,154,4,3.0,1330,1445.0,MW,38,63,C Tsao,30073,In Person,Formal Lang & Comput,1.0
HS,158,8,0.0,1700,1750.0,R,37,38,N Zhang,28260,In Person,Hlth Comm,2.3
RTVF,110,7,3.0,1030,1145.0,TR,20,48,Z Hasan,27767,In Person,Media and Culture,4.3
ENVS,111,2,3.0,0900,1015.0,MW,13,37,J Santos,29333,In Person,Geol and Envir,2.49
KIN,061A,3,1.0,1130,1320.0,F,50,50,S Caughlan,25656,In Person,Begin Hatha Yoga,3.1
